review_text,is_positive
Интересно когда рейтинг этой помойки упадёт до 1 звезды,0
"с каждым обновлением ВК становится все хуже и хуже:
1) что за глупое обновление с изменением статуса прочитанного сообщения? какую пользу оно принесло? оно не показывает в общих чатах количество людей, прочитавших сообщение, показывает «прочитано» только в личных диалогах, в которых и без того было понятно, что сообщение прочитано, просто + ещё одна бесполезная «функция»
2) зачем совмещать в одной соцсети все остальные, вы все равно никогда не добьётесь уровня инстаграма или тиктока, а только сделаете ещё хуже, и чтобы хоть как-то поднять актив в этих «клипах» вы берёте рекламу у канала Ю, умно-умно
3) про музыку вообще без комментариев, ладно все смирились с 30 минутами фонового прослушивания, почему вы его совсем убрали, вы же и так «легализовали» прослушивание треков создав платную платформу и ограничив прослушивание до 30 минут, но нет же, надо заработать побольше денег и создать ВК музыку
если вы думаете, что мы вас не переиграем, спешу огорчить, мы вас уничтожим, ВК скоро умрет, а ВК музыка и подавно, не успев появиться, люди не станут платить за то, что всегда было бесплатным и найдут альтернативу
1 звезда просто за то, что теперь можно читать голосовые, СПАСИБО РАЗРАБОТЧИКИ!!!!!",0
"Ну вот зачем вы изменили отображение непрочитанных сообщений? Почему убрали полосу синего цвета и оставили незаметную маленькую точку? Для чего мне аватарка собеседника под последним прочитанным им сообщением? И отдельное ""спасибо"" за ненужную вкладку с тупыми клипами, кучу сторонних приложений для еды/такси/курса лиственницы по отношению к березе и отдельную ленту с барахлом с Али.",0
"Использовал вк с момента выхода для того, чтобы переписываться с друзьями и пересылать видео-мемы. 

Спасибо, что за 30+ секундное видео, я теперь должен просмотреть 45 секундную рекламу с отвратительным звуком, которую даже нельзя пропустить (ну вообще никак, даже никаких Vk Premium, или чего-то в этом роде), а если ты решишь на половине перестать просматривать рекламу, она тебя позже достанет, мол пока не посмотришь полностью, я от тебя не отлипну.
Сразу вопрос, вы там что, совсем шизанулись? 
Ну нельзя же так, это вам приложение портит и отпугивает аудиторию, скоро все и так уже уйдут в телегу, если ничего не будете делать. 😥
Хотя можете ещё и на картинки поставить рекламу: «Хочешь посмотреть картинку в полноэкранном режиме? Вот тебе реклама макчикена, смотри на неё ровно 15 секунд, не меньше, потому что твой файл весил больше 4 МБ!». Берите на заметку 👌👍",0
"Уберите кнопку «показать все сообщества»! Мне нужен список всех сообществ сразу, а не ненужные рекомендации на половину экрана",0
Может еще и сообщения сделаете платными?,0
"В вк больше нет никакой индивидуальности. Все обновления напоминают что-то украденное , но слегка переделанное. Но ладно ещё клипы, сервисы и т д. Так самое страшное , что творится с музыкой. Теперь слушать её стало просто невозможно. У меня лично нет никаких лагов, если и случаются , то быстро проходят ,приложение вылетает редко , но максимально стало некомфортно в нем сидеть. С 2010 года в этом приложении я хранила все важное для себя. Но пережить потерю музыки , я не смогла, поэтому потихоньку перебираюсь на другие платформы.",0
"Обновление к обновлению после ухода Дурова, портят приложение, ладно свыклись со всеми изменениями, выпустили приложение бум, лучшее решение, зачем мне 2 приложения от вас, музыка была и так в Вк, гениально. Сделали 30 минут в фоновом режими, ладно покупаю подписку раз через раз, потому что ваши 30 минут это просто плевок в лицо вашим старым и Новым пользователям. И вот на днях эти гении решили вообще убрать музыку в фоновом режиме, без подписки в бум, спасибо, окончательно уничтожили детище Дурова. Желаю вам скорейшего провала во всем, прощайте……….",0
"Просто достали до того самого дна к которому шли после ухода Дурова. И ограничили даже последнее, что держало многих на вашей платформе. А это те самые 30 минут музыки которые останавливали лично меня от окончательного ухода из вашего болота. Удачи идти ещё ниже того самого дна, до которого вы уже докатились..",0
Гондоны,0
Верните хотя бы те пол часа которые были!!!!!! 😭😭😭😭🥰🥰,0
"Делают все возможное, чтобы у них купили подписку на музыку, делая очередное ограничение. Такими темпами, приложением окончательно перестанут пользоваться. Позорище",0
ТЕПЕРЬ МУЗЫКУ НЕЛЬЩЯ СЛУШАТЬ ВООБЩЕ! я принципиально не буду покупать подписку и переходу в спотифай,0
"внесли ограничение 30 минут фонофонд прослушивания, а теперь 30 вовсе отключите. бляяяять, ребята какие вы молодцы, от этого покупка подписки не изменятся вы просто опять обосретесь, и все опять убедятся что вы просто опустились ниже не куда, ваш рейтинг 3,1 ребят, одумайтесь пожалуйста, вернёте нормально фоновое прослушивание без ограничений и подписки исправлю своё мнение о сгнившем вк.",0
"Когда думаешь, что на дне, НО снизу постучались",0
"Просто дно,подписки,нельзя слушать музыку теперь с выключенным экраном,сделали какое то сборище приложений,ужасное и неудобное обновление,просто бред,скоро с вк все слезут,потому что это просто днище,а не легендарное приложение",0
"Дорогие разработчики, вы обосрали всё что можно было… Люди смирились с рекламой, ограниченным прослушиванием музыки, зачем-то добавленным тик током и новым дизайном приложения, которое вы постоянно меняете непонятно зачем. Но! Сейчас вы зашли за край.. СЛУШАТЬ МУЗЫКУ С ВКЛЮЧЕННЫМ ЭКРАНОМ? Вы вообще с ума сошли? Кто будет платить вам деньги за прослушивание музыки? Для этого можно воспользоваться другими приложениями для прослушавания, что будет бессплатно. Всё. Вконтакте превратилось в дно. Что там ещё по вашему делать? Его давно заменили другими мессенджерами! В чём его особенность? В том что вы напихали всего и стали зарабатывать на рекламе? Зачем вы всё испортили? Все воспоминания хранящиеся в вашем приложение удаляются вместе с ним. Мне грусто осознавать что вы смогли так довести людей. Спасибо за внимание.",0
"Самое худшее, чем я пользовался",0
Меня очень расстроило обновление!! Всм теперь почти все песни платные.. ВК это уже слишком,0
"Ну господа, вы не оставляете выбора. Решение убрать эти жалкие 30 минут музыки в фоновом режиме - является, по сути, принуждением к подписке на этот бесполезный бум. Ибо у меня встаёт выбор между 1) держать телефон разблокированным, слушая музыку вместе с рекламой, что будет нехило есть аккумулятор, либо 2) купить подписку. Очевидно, мне не очень хочется таскаться в повербанком 24/7, поэтому я просто вынужден купить подписку. Как маркетинговый ход - ловко вы это придумали. Однако, я, в роли потребителя таким ходом недоволен, считаю заслуженным оставить здесь такой отзыв, ибо приложение в целом, такое ощущение, что регрессирует, а ситуация с музыкой перекрыло всякий смысл.",0
"вк меня держал только музыкой, хоть и в 30 минут. сейчас же когда ее нельзя слушать даже с выключенным экраном эт просто немыслимо. удаляю и перехожу на телеграм. желаю не подавиться своими подписками",0
"Когда-то при Паше это было легендарное и неповторимое никем до этого приложение. Все было для людей, не было никаких подписок, ограничений. Теперь с каждым обновлением я все больше убеждаюсь, что вы превращаете всё в донатную помойку, другим словом не описать — просто помойка. Еще и делая оформление зачем-то с закосом на фэйсбук и инстаграм, никакой индивидуальности что-ли? Что за детский сад со смайликами в лайках? Я долго терпела это сумасшествие с музыкой и ее 30 минутным ограничением выключенного дисплея. Но теперь, когда без подписки режима выключенного экрана вообще не будет, я полностью разочарована, это же надо так любить деньги, что даже ограничение в смешных полчаса вам показалось много? Что будет дальше? Платные сообщения? Ограничение просмотра ленты? Если когда-нибудь появится что-то похожее на старый любимый ВКонтакте — я с радостью уйду из этого бардака, потому сейчас оно гниет изнутри, и вряд ли вы сможете вернуть свою репутацию назад, спасибо за хорошее настроение!",0
"Когда прослушивание музыки станет платным, из принципа перейду на Spotify, ни копейки вашему загнивающему приложению. Занимаетесь какой-то ерундой, уже не знаете каким образом у людей последние деньги забрать. Представьте, живет человек в небольшом городе, зарплата 15 тысяч. Послушать музыку - одно из немногих удовольствий. Но и этого лишили. 
Думаю, скоро покупать подписку в вк и просто регистрироваться в этой сети будет позорным. Хотя, это и сейчас так и есть. Вместо решения существующих проблем, таких как травля, различные сообщества направленные на разжигание ненависти, вы все силы тратите на обирание нищего народа. Позор.",0
"1.Последнее обновление, которое вышло меня окончательно заставило принять решение удалить ВК.  Вернули дизайн 2015 года (2014?), который жутко неудобный. Столько лет вы делали обновы, чтобы спустя 5-6 лет вернуться к старому дизайну, молодцы) 
2. Исчезла вкладка «понравившиеся» фотографии/ записи , которая была очень нужной на самом деле, если вы не знали
3. Добавили реакции, абсолютно ненужные никому, теперь появилось ощущение, что я зашла в «одноклассники» к маме
Боюсь представить, что будет дальше с этой когда-то любимой соц.сетью.
Доломали окончательно всё, увы.",0
Контора пидоров,0
"Видео не возможно смотреть, в каждом реклама, бесит до такой степени что просто выхожу из приложения, добавляют новые функции которые вообще нах не нужны",0
"Господи, ну что за издевательство?! Сначала эти «клипы», сейчас смайлики. Хватит уже «ВК» превращать в «Одноклассники»!
Самое ужасное что разработчикам совершенно всё равно что об обновлении думают пользователи.",0
Зачем мне в месенджере сверху предложения людей с которыми у меня нет диалогов? Что за бред? Мы что в тиндере что бы новые знакомства заводить? Это очень мешает.,0
Кучка тупорылых управленцев из mail превратили приложение в самое грязное болото,0
"Серьёзно? Что за бред с «лайками»? Какие к черту эмоции? Может ещё на фотографии добавите «ОЦЕНИТЕ ОТ 1 ДО 5+»? Что за помойные обновления,не несущие в себе никакого смысла, и даже  без выбора «качать-или-нет»? Вам и так уже столько раз предъявляли за «новый» дизайн, может пора уже остановиться. Сидеть невозможно, в Ру сообществе это БЫЛА!!! единственная соц. сеть, которая давала желание общаться и развиваться в ней. А сейчас что? Непонятные и бесполезные функции, вот это вы здорово придумали, я даже сначала и не понял, «молодцы». Ждём очередной безделушный вкид, спасибо.",0
"вконтакте становиться к сожалению только хуже.зачем клипы?зачем истории с новой аватаркой?зачем эмоции?

эмоции взяты из фейсбука,лучше бы просто дизлайк добавили.",0
"Вы сделали полную шляпу, вы обосрались и не можете признать. Клипы в вк снимают только какие-то умственно отсталые, и их никто не смотрит, зачем было их делать?",0
"Если раньше вк был эталоном - простым лаконичным, быстрым, то сейчас это просто информационная помойка. Куча идиотских ненужных дополнений, каких-то игр и прочего барахла. Самое ужасное в этом это то, что все это нельзя отключить. Вк стал таким же как его конкуренты - цифровой помойкой. Но в этом и есть свой плюс - теперь здесь не тратишь кучу времени как раньше.",0
"Как по мне, интерфейс перегружен на 100%. Нихрена не понятно, что где зачем. Рекламы и всяких ненужных рекомендаций просто умотаться! За музон платить? Я вас умоляю… лучше уж спотифай.",0
"Ужасно тормизит. Долго грузит видео, фото и ленту новостей.  Даже заходить не хочется.",0
"Мало того что вы сделали музыку платной , дак ещё и пичкаете приложение не нужной ерундой , музыка работает через раз , реклама каждые 5 минут , клипы не кому не нужные кроме школьников ,с чего это я должен платить вам за музыку без рекламы!?когда всю жизнь она была бесплатная! Особенно удивило последние обновление когда вы сообщества перенесли в меню с левой стороны как и было раньше , ну и зачем!?вам просто делать уже нечего...",0
"Кажется вк уже не обращают внимания на негативные и гневные комментарии) запускаем челендж низких оценок. Ребята уже сыты по горло вашей рекламой, поэтому и общая оценка будет соответствующей",0
"Отвратительный дизайн новой версии, самообновляется без разрешения.",0
У видео в минуту было 10 реклам..... Это что-то новенькое👍🏻,0
Сделайте подписку на сообщения! Чтобы бесплатно нельзя было отправлять больше 10 сообщений в день. Офигенная идея же )),0
"Начал смотреть небольшой видеоролик на пару минут и даже не посмотрев до середины мне показали 8 рекламных роликов.
Ставлю заслуженный кол.",0
"Отвратительное приложение.
Во-первых, навязываются везде эти клипы с полуголыми задницами, их нельзя никак убрать в настройках. Я взрослый мужик 29 лет и не хочу деградировать с вашими тик-токами и клипами!
Во-вторых, смотришь видео длительностью 15 секунд и включается реклама, которая нельзя пролистать, длительностью 30 секунд.
Вы совесть имейте! 
Чем дальше, тем хуже.",0
"Отличный пример того, как за 5-10 лет можно превратить лучшую социальную сеть СНГ в полнейший кал. Сидел ВКонтакте как только она появилась и теперь удаляю страницу и полностью отказываюсь от данной сети. Маил худшая компания, с худшими социальными сетями и приложениями. Вам уже ничего не поможет",0
"Вы хоть на отзывы посмотрите , из последних ни одного хорошего. Наверное обновления для пользователей и если они не довольны, и не один а почти 90% значит обновления Ваши плохие! Откройте наконец глаза и примите критику а не упирайтесь и делайте по своему",0
"Главная кнопка в левом верхнем углу? Вы серьёзно? Когда я открываю музыку, я хочу увидеть свою музыку, а не то, что, как вам кажется, я должен слушать! Ваши клипы никому не нужны, они только мешают!",0
"Хватит менять интерфейс приложения!!!!Или хотя бы узнайте у пользователя,нужны ему эти изменения или нет!!!!Только привыкнешь,а эти олухи снова что-то поменяют!!!И всё по новой искать,разбираться!!!!!!Бесит!!!!",0
"Когда вы начали палить переписки, я скачал телегу.. когда поставили рекламу в музыке, купил яндекс плюс, после рекламы в видео я снес вк напрочь и больше не зайду туда, довольно продажной тирании. Спасибо мэйлу.. мой акк вк существовал с самого зарождения вк, и вот ему пришел конец… надеюсь вы погорите и все забросят эту помойку",0
"ВКонтакте - вы ущербные со своей Марусей, со своей рекламой Маруси, со своими сервисами, которые превратили соц. сеть в агрегатор всего. Поверьте, я, и большинство, не будут пользоваться вашей едой, такси и китайскими покупками, ибо для этого есть сервисы на букву Я, как минимум, а как максимум - отдельные приложения конкретных сервисов. Ваши даже пробовать не хочется. Остались бы вы соц. Сетью с мессенджером и музыкой - и была бы вам честь, не рвите ж..., не лезьте, где до вас уже все взяли, ваше уподобление - жалко. А ваши клипы - как бельмо на глазу, очередная попытка уподобиться там, где водятся деньги и слава. ВКонтакте - ваша слава в другом, осознайте это или умрите. Аминь.",0
"Что бы посмотреть 10 секундное видео, сначала посмотри рекламу на минуту. Мало того что музыка одна из важнейших функций вк, которую спрятали во вкладку сервисы, так еще и там открывается вкладка «для вас». Вы там вообще с головой не дружите?? Зато кринж клипы вон сразу на главной вкладке. Называется как тупарям отдать лучшую соц сеть",0
"Добавьте еще рекламу в диалогах чтобы она была везде, и в настройках, тип что-то поменял - посмотри ролик, после каждого нажатия прям рекламу, чтобы все шикарно было. Спасибо",0
"Как убрать в разделе «сервисы» ненужный хлам и оставить только то, чем я пользуюсь? Почему должен знать расписание футбольных матчей? Или когда идёт пусть говорят? Вк за меня решила, что мне интересно?",0
"Как можно быть и мессенджером и тиктоком, и музыкой, и такси, и едой. Нельзя оставить уже в покое все эти сервисы, или сделать отдельное приложение для них, зачем людям терять память на телефоне, если они этим не пользуются.",0
Я прошу прочитайте!!!!!!! Почему у меня сверху сообщений в мессенджере находятся странички других пользователей? Мне этой очень сильно мешает а у других людей такого нет??? Как я могу это убрать??,0
0 желания пользоваться с новым обновлением,0
"У меня стояла старая версия без ограничения на музыку, без рекламы и прочего хлама, и все работало отлично, но при обновлении по, ваше ср***е приложение не запускается и мало того теперь оно выглядит как помойка, где старый удобный интерфейс?! Почему я открыла какой то суррогат инстаграмма !!??? Этим г*** теперь не возможно пользоваться, сейчас молодежь вообще уж не пользуется вк считай, а с таким подходом и старшее поколение уйдёт в телеграмм на совсем. Дурова на вас нет. Всякую ерунду типа вк доставка только и можете пилить, социальная сеть. Превратилась в базар какой то.",0
Ненужная функция клипы! Мешает пользоваться приложением!!!!,0
Какая же убогая копирка эти клипы)) вк пробивает новое дно с каждым обновлением,0
"Уберите эти говноклипы! Как их отключить? Я их не смотрю а постоянно горящий флажок, что вот новая подборка -бесит. Ещё больше бесит что звук выключен на телефоне, и если случайно ткнёшь на говноклипы - орет эта херота знатно!",0
"1) скажу так что лично при мне сотрудник показал мои переписки мне самому сказав что я легко отделался потому что там не слишком много того что может грозить УК так я чуть не присел из-за великой «конфиденциальности»
2) взломать страницу как нечего делать да и это ладно давно все смирились больше всего напрягает все ваши обновления которые не несут смысла, раньше вк был легендой теперь это инстатикток какой-то испортили все приложение 
3) абсолютно новый телефон греется при подвисании приложения и за телефон плохо сказать не могу все игры новые на максималках без нагрева а вк особенный у нас)))) моим телефоном можно воду кипятить когда вк моросит 
4) пора задуматься о музыке многие артисты ушли с вк и дропают новые альбомы в сервисах типа эпл музыка и спотифай а почему? потому что ща прослушивание копейки подписку брать отказываются многие
такими темпами скоро популярность исчезнет да что там она уже исчезла осталась у нас привычка к старому другу и нужда так как с запамятных времён вся информация была в вк и честно перешёл бы на телеграмм да только переносить все долго туда и времени нет 
опять же по поводу музыки полный бред зачем мне покупать подписку на музыку если те артисты которых слушаю я ее не публикуют а пару треков в ремиксе послушать можно и без неё чисто из принципа не покупал эту подписку ни разу а покупаю на эпл и радуюсь жизни потому что знаю что от этой площадки ни один артист не откажется 
МЕДЛЕННО И ВЕРНО ИДЁМ КО ДНУ) 
ОЧНИТЕСЬ ТАМ АУУУ",0
"Чел, ты внатуре тупой, не выкупаешь, что нельзя спамить государственной и прочей мусорной х**той при просмотре видео
Шаришь? 
Итак все власти ненавидят, а ты, б****, спамишь эту шляпу на каждом углу
10 калов из 10, поздравляю, вау",0
"С каждым годом приложение становиться все хуже и хуже. Им просто невозможно становиться пользоваться. Мы оставим один раздел под весь основной функционал (друзья и сообщества), но на недотиктоки сделаем отдельную кнопочку на основном экране, это ужасное нововведение (и даже не думайте писать свой стандартный ответ, нет не привыкнем, от них так и веет низким интеллектом и пошлятиной, Тикток хотя бы справляется с подбором рекомендаций, а вы нет). Дайте нормальную кастомизацию функционала и не мучайте людей своими попытками вобрать в себя все и сразу.
Ну и я просто молчу про то какие вы ужасные лоялисты, впереди всех по количеству заведённых дел, а это ваше же пользователи и вы так сливаете их инфу. Позор и ещё раз позор.
Подводя итоги, терпение кончается, а вы делаете только хуже. Так держать!",0
"Администрация вк, добрый день! Хочу проинформировать Вас, что в новом IOS каждый пользователь видит зелёную точку, что говорит о том, что ВК использует камеру без желания на то пользователя. Большая просьба так больше не делать и впредь собирать только те данные, которые пользователь предоставляет по своему желанию.",0
"Та вы че рофлите? Нет кнч, вк настолько баганный, что банальные уведомления о сообщениях приходят спустя 10 минут",0
"Зачем добавили клипы , и отдельный блог для сервисов? 
Не удобно стало, и клипы уберите, сделайте как было!!! 
Профиль тоже другой стал, не удобный.

Не делайте из Вк второй ТикТок или Фейсбук ( в котором тоже не поймёшь что где находится)😠",0
"Новая версия ужасна(( Зачем КЛИПЫ отдельной кнопкой в раскладке?!? Ну ок, хозяин-барин. Но, Ткнув на клипы они СРАЗУ проигрываются со звуком. А меня спросили? У вас везде есть возможность просмотра без звука. Здесь почему сразу звук включается??? Все в доме спят, я промахиваюсь и нечаянно нажимаю кнопку✌️ и телефон начинает ОРАТЬ. 
Буду ли я заходить ещё раз поздно вечером в вк? Нет! Куда я пойду?
В инсту или телегу👏👏👏",0
"Очень сильно лагает, постоянно вылетает, при отправке многих сообщений появляется неизвестная ошибка и ничего не помогает. Проще удалить это приложение и никогда не вспоминать про него🥰🥰🥰✨✨🌟🥰🤘🏻
0/10",0
"Сам соц сеть норм, но много мусора: клипы, разные сервисы, которые как бы и не нужны. 
По защите пользовательской информации - до свидания , не успеешь написать: « Путин - краб» считаю дело уже шито и карета подана за тобой.",0
"Поздравляю,вы пробили очередное дно.Как будете праздновать?",0
"Я долго не обновляла вк и не собиралась, но пришлось это сделать, из-за того, что не вся история комментариев высвечивалась в ленте. Это было не удобно.
Честно, я была шокирована. У меня нет слов. Что стало с интерфейсом? Что за дно-дизайн? Кто и вообще для кого вы это сделали? Мне кажется точно не для людей.
1. Глаза разбегаются из-за количества иконок на одной странице? Вам самим удобно этим пользоваться? Да никому в жизнь это не сдалось, большинству пользователям нужны как минимум переписки и паблики в вк. Все. 
2. Вводите нововведение, не нужно пихать это чуть ли не на главную страницу (Клипы). Но если уже ввели, постарайтесь, чтобы работало нормально. Грузит и прерывается чуть ли не каждое видео. И да, у меня нормальный интернет и телефон, так что дело явно не в них. Чтобы смотреть клипы есть Тик-ток, и уж поверьте со своей функцией справляется на «ура». Он не думает перед каждым видео настолько долго и не пытается быть похожим на все соц-сети одновременно.
3. Белый цвет. Пожалуй отдельная тема. Куда вы дели свой чуть ли не основной корпоративный синий цвет? Наличие его на экране позволяло глазам немного отдыхать, сейчас же рябит в глазах от наличия только белого цвета. Хватит издеваться над пользователями.
4. Теперь все переписки словно на одном сплошном белом листе, нет разделений, ничего не видно, не понятно. Наличие только одного синего кружка сбоку ( если получено сообщение) не спасает ситуацию. Поймите, людям с проблемами со зрением это неудобно и некомфортно. 

Верните синий цвет на экран, пожалуй это одна из основных проблем и сделайте интерфейс удобным для своих пользователей, он сейчас просто ужасен.
Раньше у вк был прекрасный минималистичный дизайн. Ты наслаждался социальной сетью, когда заходил сюда. Ничего не отвлекало твоего внимания, ты мог просто сосредоточиться и отдохнуть. Так придерживались бы его, добавляя только новые функции? Зачем так координатно все менять? 
Я реально думала, что хуже уже не будет. Но это пробивает дно.",0
"Да какое трудное привыкание к изменениям? Вы добавили абсолютно бесполезную вещь, в которой получаешь не контент а деградацию. Вам уже все об этом трубят, но нет, надо же без мнения пользователей добавить что-то новое. Господи, куда катится это приложение...",0
"боже... раньше это было легендарное приложение когда был дуров, а теперь тупо из-за денег вы испортили его как только можно, зачем с каждым обновлением добавлять куча всякой фигни которая не нужна абсолютно, вк превратился в мусор честное слово
если бы не друзья которые все еще здесь, я бы давно удалила его
клипы - зачем вы их добавили? пока привыкаешь к одному обновлению, появляется новое, и то оно с каждым разом хуже и хуже
и даже не я одна так думаю
опомнитесь, вы теряете людей, время и деньги
удачи",0
"Ничего нет. Раньше было норм приложение, зачем его деградировать. Зачем эти клипы, история лайков? Где посмотреть сохраненное к себе? Видео? Ни одного намека. Это как на перчатке зашить пару пальцев. Никакого смысла",0
"С приходом майла стало ооооооочень многт рекламы, хочешь слушать музыку? Плати. -10/10",0
"Спасибо за все абсолютно не нужные функции. Спасибо за то, что для смены ника нужно прислать ПАСПОРТ. Спасибо, что приложение открывается по пол года. Спасибо, что это настолько плохо работает, что я даже отписаться от сообщества не могу.

У вас у приложения оценка 3. Может пора задуматься наконец?",0
"В вк я с 2008 где то, за все время было очень много обновлений, соц. сеть менялась, и собственно шел прогресс, но после того как у Дуровых отжали вк, начался бардак, сеть стала деградировать, глобальных обновлений и прогресс прекратился, маилру стал интегрировать рекламу, сначала это было приемлемо, но когда ее стало слишком много стало прям очень хреново, музыку отжали, хотя с музыкой это понятно, все стало по подписке, но вот только они этот сервис не стали развивать, алгоритма поиска нет, он ищет рандомно, и за это они просят деньги. По итогу еще несколько лет и весь народ уйдет в фейсбук.  Спасибо Усманову и его компании mailru, за такую соц.сеть ВК)",0
